unique_id,model,scenario,climatology,start_date,end_date,variable,region,timescale,timeidx,timestamp,op,modtime,min,max,mean,median,stdev,ncells,units,access_time
fdETCCDI_aClimMean_BCCAQ_inmcm4_historical-rcp85_r1i1p1_20100101-20391231,inmcm4,"historical, rcp85",2020,2010-01-01T00:00:00Z,2039-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2025-07-02 00:00:00,mean,2019-04-04T17:05:17Z,5.633333206176758,300.1000061035156,92.07876111660079,0.0,80.44213421061608,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_inmcm4_historical-rcp85_r1i1p1_20400101-20691231,inmcm4,"historical, rcp85",2050,2040-01-01T00:00:00Z,2069-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2055-07-02 00:00:00,mean,2019-04-04T17:05:17Z,5.099999904632568,290.3666687011719,81.12835350790513,0.0,76.11891258124145,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_inmcm4_historical-rcp85_r1i1p1_20700101-20991231,inmcm4,"historical, rcp85",2080,2070-01-01T00:00:00Z,2099-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2085-07-02 00:00:00,mean,2019-04-04T17:05:18Z,0.13333334028720856,264.9666748046875,59.01647109683795,0.0,71.61344423842691,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_MIROC5_historical-rcp45_r3i1p1_20100101-20391231,MIROC5,"historical, rcp45",2020,2010-01-01T00:00:00Z,2039-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2025-07-02 00:00:00,mean,2019-04-04T17:05:18Z,5.300000190734863,291.1666564941406,94.84830780632412,0.0,74.12605154737186,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_MIROC5_historical-rcp45_r3i1p1_20400101-20691231,MIROC5,"historical, rcp45",2050,2040-01-01T00:00:00Z,2069-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2055-07-02 00:00:00,mean,2019-04-04T17:05:18Z,4.566666603088379,278.9333190917969,83.53615983201581,0.0,69.85737291857241,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_MIROC5_historical-rcp45_r3i1p1_20700101-20991231,MIROC5,"historical, rcp45",2080,2070-01-01T00:00:00Z,2099-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2085-07-02 00:00:00,mean,2019-04-04T17:05:18Z,6.266666889190674,269.5,80.26387722332016,0.0,67.17826391760129,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_MIROC5_historical-rcp85_r3i1p1_20100101-20391231,MIROC5,"historical, rcp85",2020,2010-01-01T00:00:00Z,2039-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2025-07-02 00:00:00,mean,2019-04-04T17:05:19Z,8.033333778381348,290.20001220703125,93.20768898221344,0.0,71.2516718987884,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_MIROC5_historical-rcp85_r3i1p1_20400101-20691231,MIROC5,"historical, rcp85",2050,2040-01-01T00:00:00Z,2069-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2055-07-02 00:00:00,mean,2019-04-04T17:05:19Z,2.866666555404663,267.4333190917969,71.49551630434783,0.0,68.91733422004401,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_MIROC5_historical-rcp85_r3i1p1_20700101-20991231,MIROC5,"historical, rcp85",2080,2070-01-01T00:00:00Z,2099-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2085-07-02 00:00:00,mean,2019-04-04T17:05:20Z,1.5,243.86666870117188,60.2660881916996,0.0,61.29419410247782,1265,days,2020-03-17
fdETCCDI_aClimMean_BCCAQ_MPI-ESM-LR_historical-rcp45_r3i1p1_20100101-20391231,MPI-ESM-LR,"historical, rcp45",2020,2010-01-01T00:00:00Z,2039-12-31T23:59:59Z,fdETCCDI,vancouver_island,yearly,0,2025-07-02 00:00:00,mean,2019-04-04T17:05:20Z,5.933333396911621,293.20001220703125,87.83016921936759,0.0,79.99870120313604,1265,days,2020-03-17
